date,us_yield_10y,us_yield_10y_ma20,us_yield_10y_ma60,us_yield_10y_percentile_250d
2006-09-25,4.56,4.7505,4.916333333333333,0.32
2006-09-26,4.59,4.74,4.907,0.384
2006-09-27,4.6,4.7305,4.897833333333334,0.396
2006-09-28,4.63,4.724,4.887833333333334,0.416
2006-09-29,4.64,4.718999999999999,4.878666666666667,0.42
2006-10-02,4.62,4.7135,4.87,0.406
2006-10-03,4.62,4.7055,4.8615,0.404
2006-10-04,4.57,4.694,4.852666666666667,0.32
2006-10-05,4.61,4.6845,4.8445,0.39
2006-10-06,4.7,4.6805,4.838166666666667,0.464
2006-10-10,4.75,4.678,4.832833333333334,0.516
2006-10-11,4.78,4.678,4.828,0.538
2006-10-12,4.79,4.679,4.822333333333334,0.552
2006-10-13,4.81,4.680000000000001,4.818166666666667,0.586
2006-10-16,4.79,4.6795,4.814166666666667,0.546
2006-10-17,4.78,4.678,4.809666666666667,0.524
2006-10-18,4.77,4.679499999999999,4.804999999999999,0.508
2006-10-19,4.79,4.6825,4.800333333333333,0.544
2006-10-20,4.79,4.6895,4.796166666666667,0.542
2006-10-23,4.83,4.7010000000000005,4.792166666666668,0.604
2006-10-24,4.83,4.7145,4.789333333333333,0.602
2006-10-25,4.78,4.724,4.785833333333334,0.506
2006-10-26,4.73,4.7305,4.781499999999999,0.438
2006-10-27,4.68,4.733,4.776833333333333,0.4
2006-10-30,4.68,4.735,4.772166666666666,0.398
2006-10-31,4.61,4.7345,4.767166666666667,0.324
2006-11-01,4.57,4.732,4.761166666666667,0.262
2006-11-02,4.6,4.7335,4.755666666666667,0.312
2006-11-03,4.72,4.739,4.7523333333333335,0.424
2006-11-06,4.71,4.7395000000000005,4.748666666666666,0.416
2006-11-07,4.66,4.735,4.7435,0.374
2006-11-08,4.64,4.728,4.7375,0.354
2006-11-09,4.62,4.7195,4.732333333333333,0.338
2006-11-10,4.59,4.708499999999999,4.727666666666667,0.29
2006-11-13,4.61,4.6995000000000005,4.723333333333333,0.322
2006-11-14,4.57,4.689,4.718833333333333,0.254
2006-11-15,4.61,4.681,4.715333333333333,0.32
2006-11-16,4.66,4.6745,4.712666666666666,0.372
2006-11-17,4.61,4.6655,4.7091666666666665,0.314
2006-11-20,4.6,4.654,4.705666666666667,0.294
2006-11-21,4.58,4.6415,4.702166666666667,0.256
2006-11-22,4.57,4.630999999999999,4.698333333333334,0.232
2006-11-24,4.55,4.622000000000001,4.694333333333333,0.192
2006-11-27,4.54,4.615,4.690666666666667,0.172
2006-11-28,4.51,4.6065000000000005,4.686833333333333,0.128
2006-11-29,4.52,4.602,4.683333333333334,0.136
2006-11-30,4.46,4.5965,4.678,0.098
2006-12-01,4.43,4.588,4.671833333333334,0.078
2006-12-04,4.43,4.5735,4.665666666666667,0.08
2006-12-05,4.45,4.560499999999999,4.660166666666667,0.098
2006-12-06,4.48,4.5515,4.6548333333333325,0.128
2006-12-07,4.49,4.544,4.65,0.132
2006-12-08,4.56,4.5409999999999995,4.6465,0.208
2006-12-11,4.52,4.5375,4.642,0.148
2006-12-12,4.49,4.531499999999999,4.636833333333333,0.134
2006-12-13,4.58,4.532,4.633,0.254
2006-12-14,4.6,4.531499999999999,4.6306666666666665,0.292
2006-12-15,4.6,4.5285,4.6285,0.29
2006-12-18,4.6,4.5280000000000005,4.627666666666666,0.288
2006-12-19,4.6,4.528,4.627666666666666,0.286
2006-12-20,4.6,4.529,4.628333333333334,0.284
2006-12-21,4.55,4.5280000000000005,4.627666666666666,0.17
2006-12-22,4.63,4.531999999999999,4.628166666666667,0.342
2006-12-26,4.61,4.5355,4.627833333333332,0.308
2006-12-27,4.66,4.543,4.628166666666667,0.37
2006-12-28,4.7,4.552,4.629499999999999,0.402
2006-12-29,4.71,4.564500000000001,4.630999999999999,0.414
2007-01-02,4.68,4.577,4.632833333333333,0.38
2007-01-03,4.67,4.589,4.633833333333333,0.366
2007-01-04,4.62,4.5975,4.632499999999999,0.308
2007-01-05,4.65,4.606,4.6308333333333325,0.34
2007-01-08,4.66,4.6145000000000005,4.628833333333334,0.352
2007-01-09,4.66,4.6195,4.626666666666666,0.35
2007-01-10,4.69,4.628,4.624666666666667,0.388
2007-01-11,4.74,4.6405,4.623833333333334,0.458
2007-01-12,4.77,4.65,4.623666666666667,0.486
2007-01-16,4.75,4.657500000000001,4.623333333333334,0.466
2007-01-17,4.79,4.667,4.623333333333333,0.532
2007-01-18,4.75,4.6745,4.622666666666666,0.46
2007-01-19,4.78,4.6835,4.621833333333333,0.5
2007-01-22,4.76,4.6915,4.620666666666667,0.464
2007-01-23,4.81,4.7045,4.621166666666666,0.576
2007-01-24,4.81,4.713500000000001,4.6225000000000005,0.574
2007-01-25,4.87,4.7265,4.625666666666667,0.626
2007-01-26,4.88,4.7375,4.6290000000000004,0.634
2007-01-29,4.9,4.7475000000000005,4.633833333333333,0.638
2007-01-30,4.88,4.756,4.638999999999999,0.628
2007-01-31,4.83,4.7635000000000005,4.642833333333333,0.584
2007-02-01,4.84,4.772,4.644833333333334,0.592
2007-02-02,4.83,4.782500000000001,4.646833333333333,0.578
2007-02-05,4.81,4.7905,4.649333333333333,0.544
2007-02-06,4.77,4.796,4.6515,0.436
2007-02-07,4.74,4.8,4.653499999999999,0.388
2007-02-08,4.73,4.8020000000000005,4.655833333333333,0.36
2007-02-09,4.79,4.804499999999999,4.658833333333334,0.49
2007-02-12,4.8,4.806,4.662666666666667,0.518
2007-02-13,4.82,4.8095,4.666166666666667,0.562
2007-02-14,4.74,4.807,4.6675,0.374
2007-02-15,4.7,4.8045,4.669,0.3
2007-02-16,4.69,4.8,4.6705000000000005,0.286
2007-02-20,4.68,4.796,4.6721666666666675,0.27
2007-02-21,4.69,4.79,4.674166666666666,0.284
2007-02-22,4.73,4.786,4.6771666666666665,0.342
2007-02-23,4.68,4.7765,4.6795,0.26
2007-02-26,4.63,4.764,4.6815,0.184
2007-02-27,4.5,4.744000000000001,4.681166666666667,0.032
2007-02-28,4.56,4.728,4.682833333333333,0.064
2007-03-01,4.56,4.714499999999999,4.685,0.066
2007-03-02,4.52,4.6985,4.6865,0.044
2007-03-05,4.51,4.682499999999999,4.6875,0.038
2007-03-06,4.53,4.6685,4.6883333333333335,0.056
2007-03-07,4.5,4.654999999999999,4.6885,0.034
2007-03-08,4.51,4.6435,4.687666666666667,0.044
2007-03-09,4.59,4.6365,4.688833333333333,0.124
2007-03-12,4.56,4.625,4.69,0.088
2007-03-13,4.5,4.609999999999999,4.688666666666666,0.036
2007-03-14,4.53,4.5954999999999995,4.6875,0.07
2007-03-15,4.54,4.585500000000001,4.6865,0.078
2007-03-16,4.55,4.578,4.685666666666667,0.088
2007-03-19,4.58,4.5725,4.685333333333333,0.136
2007-03-20,4.56,4.5665,4.684666666666667,0.106
2007-03-21,4.53,4.5585,4.684333333333333,0.072
2007-03-22,4.6,4.552,4.683833333333333,0.182
2007-03-23,4.62,4.549,4.684,0.236
2007-03-26,4.6,4.547499999999999,4.683000000000001,0.184
2007-03-27,4.62,4.5535,4.681666666666667,0.242
2007-03-28,4.62,4.556500000000001,4.680166666666667,0.244
2007-03-29,4.64,4.5605,4.679500000000001,0.276
2007-03-30,4.65,4.566999999999999,4.679166666666666,0.288
2007-04-02,4.65,4.574,4.679666666666666,0.29
2007-04-03,4.67,4.581,4.680000000000001,0.322
2007-04-04,4.66,4.589,4.680000000000001,0.31
2007-04-05,4.68,4.597499999999999,4.680333333333334,0.342
2007-04-06,4.76,4.606,4.6815,0.448
2007-04-09,4.75,4.6155,4.6816666666666675,0.438
2007-04-10,4.73,4.627000000000001,4.680999999999999,0.402
2007-04-11,4.74,4.6375,4.680833333333333,0.426
2007-04-12,4.74,4.6475,4.680000000000001,0.428
2007-04-13,4.76,4.6579999999999995,4.680166666666667,0.466
2007-04-16,4.74,4.666,4.6795,0.43
2007-04-17,4.69,4.6725,4.678333333333333,0.362
2007-04-18,4.66,4.679,4.675833333333333,0.312
2007-04-19,4.68,4.683,4.673666666666667,0.348
2007-04-20,4.68,4.686,4.6705,0.35
2007-04-23,4.66,4.689,4.666833333333333,0.314
2007-04-24,4.63,4.689500000000001,4.662333333333334,0.266
2007-04-25,4.66,4.6915,4.658666666666667,0.32
2007-04-26,4.69,4.694,4.656333333333333,0.388
2007-04-27,4.71,4.697,4.654166666666667,0.416
2007-04-30,4.63,4.696,4.650833333333334,0.268
2007-05-01,4.64,4.6945,4.648,0.286
2007-05-02,4.65,4.694,4.646,0.304
2007-05-03,4.68,4.694000000000001,4.6450000000000005,0.376
2007-05-04,4.65,4.6884999999999994,4.643666666666666,0.306
2007-05-07,4.64,4.683,4.641166666666666,0.288
2007-05-08,4.63,4.678,4.638333333333333,0.27
2007-05-09,4.67,4.6745,4.635833333333333,0.368
2007-05-10,4.65,4.67,4.634333333333333,0.316
2007-05-11,4.67,4.6655,4.633833333333333,0.374
2007-05-14,4.69,4.662999999999999,4.633833333333333,0.43
2007-05-15,4.71,4.664,4.634333333333333,0.462
2007-05-16,4.71,4.6665,4.634666666666666,0.464
2007-05-17,4.76,4.6705000000000005,4.635166666666667,0.56
2007-05-18,4.81,4.6770000000000005,4.637333333333333,0.688
2007-05-21,4.79,4.6835,4.640000000000001,0.634
2007-05-22,4.83,4.693499999999999,4.6455,0.732
2007-05-23,4.86,4.7035,4.6505,0.752
2007-05-24,4.86,4.712,4.655500000000001,0.754
2007-05-25,4.86,4.7195,4.661166666666666,0.756
2007-05-29,4.88,4.732,4.667333333333333,0.78
2007-05-30,4.88,4.744,4.673166666666666,0.782
2007-05-31,4.9,4.756500000000001,4.679833333333334,0.794
2007-06-01,4.95,4.7700000000000005,4.687166666666667,0.824
2007-06-04,4.93,4.784000000000001,4.692833333333334,0.816
2007-06-05,4.98,4.801,4.699833333333333,0.85
2007-06-06,4.97,4.818,4.707666666666666,0.844
2007-06-07,5.11,4.84,4.717333333333333,0.932
2007-06-08,5.12,4.8635,4.727,0.932
2007-06-11,5.14,4.8870000000000005,4.736833333333333,0.948
2007-06-12,5.26,4.9155,4.748166666666666,1.0
2007-06-13,5.2,4.9399999999999995,4.758833333333333,0.97
2007-06-14,5.23,4.966,4.7705,0.984
2007-06-15,5.16,4.986,4.779833333333333,0.954
2007-06-18,5.15,5.003,4.788666666666667,0.944
2007-06-19,5.09,5.018,4.796833333333334,0.908
2007-06-20,5.14,5.0335,4.8055,0.94
2007-06-21,5.16,5.0485,4.8145,0.962
2007-06-22,5.14,5.0625,4.8228333333333335,0.942
2007-06-25,5.09,5.074,4.830166666666667,0.91
2007-06-26,5.1,5.085,4.837666666666667,0.92
2007-06-27,5.09,5.0954999999999995,4.844666666666667,0.912
2007-06-28,5.12,5.1065,4.852333333333333,0.938
2007-06-29,5.03,5.1105,4.858166666666666,0.87
2007-07-02,5.0,5.114,4.862166666666666,0.864
2007-07-03,5.05,5.1175,4.867166666666666,0.888
2007-07-05,5.16,5.127,4.874333333333334,0.984
2007-07-06,5.19,5.131,4.881833333333334,0.988
2007-07-09,5.16,5.133,4.888833333333333,0.978
2007-07-10,5.03,5.1275,4.8933333333333335,0.876
2007-07-11,5.09,5.119,4.899166666666667,0.926
2007-07-12,5.13,5.1155,4.906499999999999,0.95
2007-07-13,5.11,5.1095,4.914,0.934
2007-07-16,5.05,5.104,4.920166666666666,0.894
2007-07-17,5.08,5.100499999999999,4.926833333333334,0.912
2007-07-18,5.02,5.0969999999999995,4.932833333333334,0.872
2007-07-19,5.04,5.0920000000000005,4.939666666666667,0.886
2007-07-20,4.96,5.082,4.9446666666666665,0.836
2007-07-23,4.97,5.0735,4.949333333333333,0.848
2007-07-24,4.94,5.066000000000001,4.953166666666666,0.828
2007-07-25,4.92,5.057,4.958,0.806
2007-07-26,4.79,5.042,4.9605,0.636
2007-07-27,4.8,5.026,4.962999999999999,0.672
2007-07-30,4.82,5.0155,4.965333333333333,0.724
2007-07-31,4.78,5.0045,4.9675,0.602
2007-08-01,4.76,4.99,4.9695,0.562
2007-08-02,4.77,4.9705,4.9718333333333335,0.584
2007-08-03,4.71,4.9464999999999995,4.9725,0.466
2007-08-06,4.72,4.9245,4.973666666666666,0.482
2007-08-07,4.77,4.911499999999999,4.975333333333334,0.594
2007-08-08,4.84,4.898999999999999,4.977833333333334,0.784
2007-08-09,4.79,4.882,4.979166666666667,0.662
2007-08-10,4.81,4.867,4.980833333333334,0.73
2007-08-13,4.78,4.8534999999999995,4.981166666666667,0.624
2007-08-14,4.73,4.836,4.979833333333334,0.5
2007-08-15,4.69,4.8195,4.978166666666667,0.432
2007-08-16,4.6,4.7975,4.974333333333333,0.186
2007-08-17,4.68,4.7835,4.971333333333333,0.406
2007-08-20,4.64,4.7669999999999995,4.967666666666667,0.298
2007-08-21,4.6,4.75,4.963333333333334,0.188
2007-08-22,4.63,4.7355,4.9591666666666665,0.28
2007-08-23,4.62,4.727,4.954833333333334,0.254
2007-08-24,4.63,4.718500000000001,4.950333333333333,0.286
2007-08-27,4.6,4.7075,4.944500000000001,0.19
2007-08-28,4.53,4.694999999999999,4.937833333333333,0.074
2007-08-29,4.57,4.6855,4.930999999999999,0.136
2007-08-30,4.51,4.672499999999999,4.923333333333334,0.05
2007-08-31,4.54,4.664,4.913833333333333,0.092
2007-09-04,4.56,4.656000000000001,4.9045,0.124
2007-09-05,4.48,4.6415,4.8935,0.022
2007-09-06,4.51,4.625,4.881,0.056
2007-09-07,4.38,4.6045,4.867333333333334,0.004
2007-09-10,4.34,4.581,4.8525,0.004
2007-09-11,4.37,4.5605,4.839333333333332,0.008
2007-09-12,4.41,4.5445,4.827,0.016
2007-09-13,4.49,4.5344999999999995,4.816999999999999,0.048
2007-09-14,4.47,4.5280000000000005,4.805833333333333,0.036
2007-09-17,4.48,4.518,4.7945,0.044
2007-09-18,4.5,4.511,4.783833333333333,0.07
2007-09-19,4.53,4.507499999999999,4.774500000000001,0.12
2007-09-20,4.69,4.5104999999999995,4.767666666666667,0.522
2007-09-21,4.64,4.5115,4.760166666666667,0.376
2007-09-24,4.63,4.5115,4.752,0.344
2007-09-25,4.63,4.513,4.745333333333334,0.342
2007-09-26,4.63,4.518,4.739166666666667,0.342
2007-09-27,4.58,4.5184999999999995,4.731333333333334,0.206
2007-09-28,4.59,4.5225,4.7218333333333335,0.22
2007-10-01,4.56,4.5235,4.711333333333333,0.168
2007-10-02,4.54,4.522499999999999,4.701,0.138
2007-10-03,4.55,4.526000000000001,4.693,0.154
2007-10-04,4.54,4.5275,4.683833333333334,0.14
2007-10-05,4.65,4.541,4.675833333333333,0.408
2007-10-09,4.67,4.5575,4.6685,0.468
2007-10-10,4.65,4.5714999999999995,4.661833333333333,0.41
2007-10-11,4.66,4.5840000000000005,4.654833333333333,0.446
2007-10-12,4.7,4.5945,4.6495,0.564
2007-10-15,4.69,4.6055,4.643666666666666,0.544
2007-10-16,4.66,4.6145000000000005,4.6386666666666665,0.448
2007-10-17,4.57,4.618,4.632000000000001,0.204
2007-10-18,4.52,4.617500000000001,4.625,0.106
2007-10-19,4.41,4.6035,4.6165,0.018
2007-10-22,4.42,4.5925,4.610333333333333,0.024
2007-10-23,4.41,4.5815,4.603833333333333,0.02
2007-10-24,4.36,4.568,4.596166666666667,0.008
2007-10-25,4.37,4.555000000000001,4.589333333333333,0.014
2007-10-26,4.41,4.5465,4.5835,0.03
2007-10-29,4.39,4.5365,4.577166666666667,0.024
2007-10-30,4.4,4.5285,4.572,0.028
2007-10-31,4.48,4.525499999999999,4.5680000000000005,0.078
2007-11-01,4.36,4.516,4.561166666666666,0.01
2007-11-02,4.31,4.5045,4.552333333333333,0.004
2007-11-05,4.35,4.4895000000000005,4.545,0.012
2007-11-06,4.38,4.475,4.537833333333333,0.034
2007-11-07,4.34,4.4595,4.5305,0.01
2007-11-08,4.28,4.4405,4.523,0.004
2007-11-09,4.23,4.417,4.515333333333333,0.004
2007-11-13,4.26,4.3955,4.509666666666667,0.008
2007-11-14,4.28,4.3765,4.503,0.014
2007-11-15,4.17,4.3565000000000005,4.495166666666666,0.004
2007-11-16,4.15,4.337999999999999,4.487666666666667,0.004
2007-11-19,4.07,4.321,4.4783333333333335,0.004
2007-11-20,4.06,4.303,4.468999999999999,0.004
2007-11-21,4.0,4.282500000000001,4.4585,0.004
2007-11-23,4.01,4.265,4.448666666666667,0.008
2007-11-26,3.83,4.2379999999999995,4.437,0.004
2007-11-27,3.95,4.215,4.426666666666667,0.008
2007-11-28,4.03,4.197,4.418666666666667,0.02
2007-11-29,3.94,4.1739999999999995,4.408666666666667,0.008
2007-11-30,3.97,4.1485,4.398833333333333,0.016
2007-12-03,3.89,4.125,4.388999999999999,0.008
2007-12-04,3.89,4.104,4.378666666666667,0.01
2007-12-05,3.92,4.0825,4.3709999999999996,0.016
2007-12-06,4.02,4.0645,4.365666666666667,0.04
2007-12-07,4.12,4.0535,4.361500000000001,0.056
2007-12-10,4.15,4.047,4.357166666666667,0.062
2007-12-11,3.98,4.0345,4.348666666666667,0.032
2007-12-12,4.05,4.024,4.341666666666667,0.052
2007-12-13,4.18,4.019,4.336666666666667,0.08
2007-12-14,4.24,4.0225,4.332333333333334,0.088
2007-12-17,4.2,4.025,4.326833333333334,0.084
2007-12-18,4.14,4.028499999999999,4.317666666666667,0.068
2007-12-19,4.06,4.028499999999999,4.308000000000001,0.058
2007-12-20,4.04,4.0305,4.298166666666666,0.052
2007-12-21,4.18,4.039,4.290666666666667,0.094
2007-12-24,4.23,4.059,4.284000000000001,0.106
2007-12-26,4.3,4.0765,4.279333333333333,0.128
2007-12-27,4.21,4.085500000000001,4.273,0.104
2007-12-28,4.11,4.094,4.2655,0.072
2007-12-31,4.04,4.0975,4.2571666666666665,0.054
2008-01-02,3.91,4.0985,4.2465,0.016
2008-01-03,3.91,4.099500000000001,4.236,0.018
2008-01-04,3.88,4.0975,4.223166666666667,0.008
2008-01-07,3.86,4.0895,4.209666666666666,0.008
2008-01-08,3.86,4.0765,4.1964999999999995,0.01
2008-01-09,3.82,4.0600000000000005,4.1825,0.004
2008-01-10,3.91,4.0565,4.169333333333333,0.036
2008-01-11,3.82,4.045,4.154833333333333,0.006
2008-01-14,3.81,4.0265,4.140666666666667,0.004
2008-01-15,3.72,4.0005,4.1265,0.004
2008-01-16,3.74,3.9775000000000005,4.1135,0.008
2008-01-17,3.66,3.9535000000000005,4.101,0.004
2008-01-18,3.66,3.9335,4.088333333333334,0.006
2008-01-22,3.52,3.9074999999999998,4.0735,0.004
2008-01-23,3.51,3.874,4.059333333333333,0.004
2008-01-24,3.68,3.8465000000000003,4.047833333333333,0.02
2008-01-25,3.61,3.8120000000000003,4.0345,0.012
2008-01-28,3.61,3.782,4.0215,0.014
2008-01-29,3.69,3.761,4.009666666666666,0.032
2008-01-30,3.78,3.748,3.9979999999999998,0.044
2008-01-31,3.67,3.7360000000000007,3.9865,0.028
2008-02-01,3.62,3.7215,3.975,0.02
2008-02-04,3.68,3.7115,3.963833333333333,0.038
2008-02-05,3.61,3.6990000000000003,3.951,0.016
2008-02-06,3.61,3.6865,3.938833333333333,0.018
2008-02-07,3.74,3.6824999999999997,3.9298333333333333,0.062
2008-02-08,3.64,3.6689999999999996,3.9200000000000004,0.032
2008-02-11,3.62,3.6590000000000003,3.9093333333333335,0.03
2008-02-12,3.66,3.6515,3.899,0.044
2008-02-13,3.7,3.6505,3.8911666666666664,0.068
2008-02-14,3.85,3.6559999999999997,3.8861666666666665,0.104
2008-02-15,3.76,3.661,3.881,0.084
2008-02-19,3.89,3.6725000000000003,3.8781666666666665,0.128
2008-02-20,3.93,3.693,3.8770000000000002,0.152
2008-02-21,3.77,3.7060000000000004,3.8729999999999998,0.088
2008-02-22,3.79,3.7114999999999996,3.872333333333333,0.096
2008-02-25,3.91,3.7265,3.871666666666667,0.15
2008-02-26,3.88,3.7399999999999998,3.8691666666666666,0.13
2008-02-27,3.85,3.7479999999999998,3.8676666666666666,0.118
2008-02-28,3.71,3.7445,3.8633333333333337,0.072
2008-02-29,3.53,3.7375,3.8573333333333335,0.012
2008-03-03,3.54,3.7335000000000003,3.8515,0.016
2008-03-04,3.63,3.7310000000000003,3.8466666666666662,0.044
2008-03-05,3.7,3.7354999999999996,3.8413333333333335,0.082
2008-03-06,3.62,3.7359999999999998,3.8329999999999997,0.04
2008-03-07,3.56,3.7270000000000003,3.8231666666666664,0.02
2008-03-10,3.46,3.718,3.8145000000000002,0.004
2008-03-11,3.6,3.717,3.807,0.028
2008-03-12,3.49,3.7085,3.7954999999999997,0.008
2008-03-13,3.56,3.7015000000000002,3.7841666666666667,0.03
2008-03-14,3.44,3.681,3.7715,0.004
2008-03-17,3.34,3.66,3.758166666666667,0.004
2008-03-18,3.48,3.6395000000000004,3.7485,0.016
2008-03-19,3.38,3.6120000000000005,3.7375,0.008
2008-03-20,3.34,3.5905,3.7235,0.006
2008-03-24,3.56,3.5789999999999997,3.7123333333333335,0.052
2008-03-25,3.51,3.5589999999999997,3.6991666666666663,0.034
2008-03-26,3.51,3.5405,3.6875,0.036
2008-03-27,3.56,3.5260000000000007,3.6783333333333337,0.062
2008-03-28,3.47,3.5140000000000002,3.668833333333333,0.024
2008-03-31,3.45,3.5099999999999993,3.6611666666666665,0.02
2008-04-01,3.57,3.5115000000000003,3.6554999999999995,0.08
2008-04-02,3.6,3.5099999999999993,3.6508333333333334,0.086
2008-04-03,3.61,3.5055,3.646666666666667,0.1
2008-04-04,3.5,3.4995,3.6406666666666667,0.04
2008-04-07,3.57,3.5,3.6365,0.086
2008-04-08,3.58,3.5060000000000002,3.6310000000000002,0.092
2008-04-09,3.49,3.5004999999999997,3.6255,0.038
2008-04-10,3.55,3.5035,3.6211666666666664,0.072
2008-04-11,3.49,3.5,3.6173333333333333,0.04
2008-04-14,3.53,3.5045,3.6138333333333335,0.07
2008-04-15,3.6,3.5174999999999996,3.6128333333333336,0.116
2008-04-16,3.72,3.5294999999999996,3.6138333333333335,0.206
2008-04-17,3.75,3.5479999999999996,3.6176666666666666,0.22
2008-04-18,3.77,3.5695,3.6220000000000003,0.23
2008-04-21,3.75,3.5790000000000006,3.623166666666667,0.222
2008-04-22,3.74,3.5905,3.625333333333333,0.216
2008-04-23,3.77,3.6034999999999995,3.628,0.24
2008-04-24,3.87,3.6189999999999998,3.6310000000000002,0.288
2008-04-25,3.91,3.6409999999999996,3.633166666666667,0.32
2008-04-28,3.86,3.6615,3.6363333333333334,0.284
2008-04-29,3.85,3.6755000000000004,3.6401666666666666,0.276
2008-04-30,3.77,3.684,3.6416666666666666,0.242
2008-05-01,3.78,3.6925000000000003,3.6445,0.254
2008-05-02,3.89,3.7120000000000006,3.649166666666667,0.322
2008-05-05,3.88,3.7275,3.6515,0.312
2008-05-06,3.93,3.745,3.6563333333333334,0.362
2008-05-07,3.87,3.7640000000000002,3.6605000000000003,0.306
2008-05-08,3.79,3.776,3.662666666666667,0.262
2008-05-09,3.77,3.79,3.6638333333333333,0.244
2008-05-12,3.78,3.8024999999999998,3.6626666666666665,0.26
2008-05-13,3.9,3.8175000000000003,3.665,0.352
2008-05-14,3.92,3.8275000000000006,3.6655,0.378
2008-05-15,3.83,3.8315000000000006,3.6638333333333333,0.29
2008-05-16,3.85,3.8354999999999997,3.6651666666666665,0.302
2008-05-19,3.83,3.8394999999999997,3.665833333333333,0.292
2008-05-20,3.78,3.8415,3.6636666666666664,0.262
2008-05-21,3.81,3.8435,3.6625,0.282
2008-05-22,3.92,3.846,3.6636666666666664,0.4
2008-05-23,3.85,3.843,3.666,0.316
2008-05-27,3.93,3.8465000000000003,3.6726666666666663,0.416
2008-05-28,4.03,3.8555,3.680833333333333,0.454
2008-05-29,4.08,3.871,3.6883333333333335,0.484
2008-05-30,4.06,3.8850000000000002,3.6943333333333332,0.476
2008-06-02,3.98,3.8894999999999995,3.7003333333333335,0.438
2008-06-03,3.92,3.8914999999999997,3.7063333333333337,0.406
2008-06-04,3.98,3.8939999999999997,3.7150000000000003,0.444
2008-06-05,4.06,3.9035,3.722666666666667,0.49
2008-06-06,3.94,3.911,3.730166666666667,0.43
2008-06-09,4.02,3.9234999999999998,3.737833333333333,0.466
2008-06-10,4.11,3.94,3.749,0.518
2008-06-11,4.1,3.95,3.7616666666666663,0.516
2008-06-12,4.23,3.9655,3.774166666666667,0.568
2008-06-13,4.27,3.9875,3.789,0.584
2008-06-16,4.25,4.0075,3.8041666666666667,0.58
2008-06-17,4.23,4.0275,3.8153333333333337,0.57
2008-06-18,4.16,4.0465,3.826166666666667,0.544
2008-06-19,4.22,4.067,3.838,0.568
2008-06-20,4.16,4.079,3.848,0.546
2008-06-23,4.19,4.096,3.86,0.564
2008-06-24,4.1,4.1045,3.870833333333333,0.518
2008-06-25,4.12,4.109,3.8800000000000003,0.534
2008-06-26,4.07,4.1085,3.887833333333333,0.51
2008-06-27,3.99,4.1049999999999995,3.8941666666666666,0.456
2008-06-30,3.99,4.1055,3.9023333333333334,0.458
2008-07-01,4.01,4.11,3.909666666666667,0.47
2008-07-02,3.99,4.1105,3.9165,0.46
2008-07-03,3.99,4.107,3.924833333333333,0.462
2008-07-07,3.95,4.1075,3.9315,0.438
2008-07-08,3.91,4.102,3.9385,0.39
2008-07-09,3.85,4.089,3.943833333333333,0.318
2008-07-10,3.83,4.0755,3.947666666666667,0.302
2008-07-11,3.96,4.062,3.9516666666666667,0.456
2008-07-14,3.9,4.0435,3.9541666666666666,0.386
2008-07-15,3.87,4.0245,3.955833333333333,0.352
2008-07-16,3.97,4.0115,3.9595,0.47
2008-07-17,4.07,4.007,3.9650000000000003,0.564
2008-07-18,4.11,4.0015,3.970666666666667,0.588
2008-07-21,4.09,3.9979999999999998,3.9743333333333335,0.576
2008-07-22,4.14,3.9955,3.9781666666666666,0.61
2008-07-23,4.16,3.998500000000001,3.9831666666666665,0.628
2008-07-24,4.03,3.9940000000000007,3.9861666666666666,0.528
2008-07-25,4.13,3.997,3.992166666666667,0.612
2008-07-28,4.06,4.000500000000001,3.9968333333333335,0.556
2008-07-29,4.09,4.0055,4.000166666666667,0.586
2008-07-30,4.07,4.0085,4.003333333333333,0.574
2008-07-31,3.99,4.0085,4.004333333333333,0.496
2008-08-01,3.97,4.007499999999999,4.005999999999999,0.472
2008-08-04,3.98,4.0089999999999995,4.009166666666667,0.486
2008-08-05,4.04,4.0155,4.013666666666667,0.552
2008-08-06,4.06,4.026000000000001,4.0183333333333335,0.574
2008-08-07,3.92,4.0305,4.018666666666666,0.428
2008-08-08,3.94,4.0295000000000005,4.019,0.456
2008-08-11,3.99,4.034000000000001,4.0216666666666665,0.514
2008-08-12,3.91,4.036,4.022666666666667,0.408
2008-08-13,3.94,4.0344999999999995,4.0245,0.462
2008-08-14,3.89,4.025499999999999,4.0263333333333335,0.38
2008-08-15,3.84,4.012,4.026833333333333,0.312
2008-08-18,3.82,3.9985,4.025166666666667,0.292
2008-08-19,3.83,3.9830000000000005,4.024833333333333,0.308
2008-08-20,3.79,3.9644999999999997,4.0225,0.276
2008-08-21,3.84,3.9549999999999996,4.019333333333333,0.326
2008-08-22,3.87,3.942,4.015833333333333,0.374
2008-08-25,3.79,3.9284999999999997,4.011333333333334,0.278
2008-08-26,3.79,3.9135000000000004,4.008166666666667,0.28
2008-08-27,3.77,3.8985,4.0056666666666665,0.246
2008-08-28,3.79,3.8885000000000005,4.0025,0.286
2008-08-29,3.83,3.8815000000000004,3.9986666666666664,0.33
2008-09-02,3.74,3.8695,3.9953333333333334,0.218
2008-09-03,3.71,3.853,3.9901666666666666,0.202
2008-09-04,3.64,3.8319999999999994,3.9823333333333335,0.162
2008-09-05,3.66,3.8190000000000004,3.975,0.174
2008-09-08,3.66,3.8049999999999997,3.9654999999999996,0.176
